LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 12865, 0, 13.501840021375825, 14.35546875, 13.238409562914413,
1, 3901, 0, 5.0243527300692135, 6.25, 4.714938657685831,
2, 11045, 0, 14.850611136260751, 18.75, 13.887477774955551,
3, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
4, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
5, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
6, 11045, 0, 14.850611136260751, 18.75, 13.887477774955551,
7, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
8, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
9, 11045, 0, 14.850611136260751, 18.75, 13.887477774955551,
10, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
11, 1606, 0, 26.183063511830635, 50.0, 22.58324382384533,
12, 7209, 0, 21.098626716604244, 45.0, 17.925751325869182,
13, 3099, 0, 25.298483381736045, 50.0, 21.717451523545705,
14, 3213, 0, 52.34982882041706, 100.0, 45.16648764769066,
15, 3099, 0, 25.298483381736045, 50.0, 21.717451523545705,
16, 7209, 0, 21.098626716604244, 45.0, 17.925751325869182,
17, 3099, 0, 25.298483381736045, 50.0, 21.717451523545705,
18, 3099, 0, 25.298483381736045, 50.0, 21.717451523545705,
19, 7209, 0, 21.098626716604244, 45.0, 17.925751325869182,
20, 3099, 0, 25.298483381736045, 50.0, 21.717451523545705,
21, 3099, 0, 25.298483381736045, 50.0, 21.717451523545705,
22, 7209, 0, 21.098626716604244, 45.0, 17.925751325869182,
23, 3099, 0, 25.298483381736045, 50.0, 21.717451523545705,
24, 1981, 0, 22.71580010095911, 100.0, 18.057784911717494,
25, 8189, 0, 15.826108193918671, 100.0, 12.360515021459225,
26, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
27, 7927, 0, 22.707203229468902, 100.0, 18.057784911717498,
28, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
29, 8189, 0, 15.826108193918671, 100.0, 12.360515021459225,
30, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
31, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
32, 8189, 0, 15.826108193918671, 100.0, 12.360515021459225,
33, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
34, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
35, 8189, 0, 15.826108193918671, 100.0, 12.360515021459225,
36, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
37, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
38, 8189, 0, 15.826108193918671, 100.0, 12.360515021459225,
39, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
40, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
41, 8189, 0, 15.826108193918671, 100.0, 12.360515021459225,
42, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
43, 6639, 0, 7.7120048200030125, 100.0, 5.8986175115207375,
44, 28475, 0, 3.160667251975417, 100.0, 2.3900573613766736,
45, 13039, 0, 6.012731037656262, 100.0, 4.579439252336448,
46, 26559, 0, 7.71113370232313, 100.0, 5.898617511520741,
47, 13039, 0, 6.012731037656262, 100.0, 4.579439252336448,
48, 28475, 0, 3.160667251975417, 100.0, 2.3900573613766736,
49, 13039, 0, 6.012731037656262, 100.0, 4.579439252336448,
50, 13039, 0, 6.012731037656262, 100.0, 4.579439252336448,
51, 28475, 0, 3.160667251975417, 100.0, 2.3900573613766736,
52, 13039, 0, 6.012731037656262, 100.0, 4.579439252336448,
53, 24543, 0, 0.12732754756957176, 97.65625, 0.09555406066536201,
